generated_at,record_source,freshness_flag,zotero_item_id,zotero_key,zotero_item_type,zotero_topic_collection,zotero_collection_paths,zotero_tier_collection,theme,title,authors,first_author,year,doi,url,venue,provisional_tier,tier_basis,evidence_role,scite_match_status,scite_canonical_doi,scite_url,scite_citing_publications_range,scite_supporting_context_range,scite_mentioning_context_range,scite_contrasting_context_range,scite_context_interpretation,quality_flags,recommended_next_step,screening_status,limitations
2026-07-01,zotero,zotero_added_since_2026-05-01,41,CEDUGGDF,conferencePaper,05 Attack Generation and Adaptive Attacks,MSc Thesis - Tool-Output Injection / 05 Attack Generation and Adaptive Attacks,,Defences and guardrails,Adaptive Attacks Break Defenses Against Indirect Prompt Injection Attacks on LLM Agents,Qiusi Zhan; Richard Fang; Henil Shalin Panchal; others,Qiusi Zhan,2025,10.18653/v1/2025.findings-naacl.395,https://aclanthology.org/2025.findings-naacl.395/,Findings of the Association for Computational Linguistics: NAACL 2025,T1_provisional,Known top-tier or near top-tier CS/AI/security venue signal; verify exact CORE/venue metadata.,Candidate defence/baseline for RQ2.,matched_in_scite_session,10.18653/v1/2025.findings-naacl.395,https://aclanthology.org/2025.findings-naacl.395.pdf,not estimated in this pass (Scite raw tally unavailable),not estimated in this pass (Scite raw tally unavailable),not estimated in this pass (Scite raw tally unavailable),not estimated in this pass (Scite raw tally unavailable),Scite DOI/title matched where available; raw tally not returned by plugin endpoint.,,Read limitations and test assumptions before using as defence evidence.,included_from_zotero_needs_human_reading,Zotero T1/T2/T3 folders are empty; provisional tier is inferred and must be manually verified against CORE/JCR/SJR.
2026-07-01,zotero,zotero_added_since_2026-05-01,42,DR38KNRH,journalArticle,06 Defences and Guardrails,MSc Thesis - Tool-Output Injection / 06 Defences and Guardrails,,Defences and guardrails,ACE: A Security Architecture for LLM-Integrated App Systems,Evan Li; Tushin Mallick; Evan Rose; others,Evan Li,2025,10.48550/arXiv.2504.20984,https://arxiv.org/pdf/2504.20984,arXiv,T3_or_watchlist,"Preprint, repository, broad journal, or uncertain venue; read and verify before thesis citation.",Candidate defence/baseline for RQ2.,matched_in_scite_session,10.48550/arxiv.2504.20984,https://doi.org/10.48550/arxiv.2504.20984,not estimated in this pass (Scite raw tally unavailable),not estimated in this pass (Scite raw tally unavailable),not estimated in this pass (Scite raw tally unavailable),not estimated in this pass (Scite raw tally unavailable),Scite DOI/title matched where available; raw tally not returned by plugin endpoint.,,Skim first; cite only after source/venue and claim quality are confirmed.,included_from_zotero_needs_human_reading,Zotero T1/T2/T3 folders are empty; provisional tier is inferred and must be manually verified against CORE/JCR/SJR.
2026-07-01,zotero,zotero_added_since_2026-05-01,43,JDN5ID3A,journalArticle,06 Defences and Guardrails,MSc Thesis - Tool-Output Injection / 06 Defences and Guardrails,,Defences and guardrails,The Instruction Hierarchy: Training LLMs to Prioritize Privileged Instructions,Eric Wallace; Kai Xiao; Reimar Leike; others,Eric Wallace,2024,10.48550/arXiv.2404.13208,https://arxiv.org/pdf/2404.13208,arXiv,T3_or_watchlist,"Preprint, repository, broad journal, or uncertain venue; read and verify before thesis citation.",Candidate defence/baseline for RQ2.,matched_in_scite_session,10.48550/arxiv.2404.13208,https://arxiv.org/pdf/2404.13208,not estimated in this pass (Scite raw tally unavailable),not estimated in this pass (Scite raw tally unavailable),not estimated in this pass (Scite raw tally unavailable),not estimated in this pass (Scite raw tally unavailable),Scite DOI/title matched where available; raw tally not returned by plugin endpoint.,,Skim first; cite only after source/venue and claim quality are confirmed.,included_from_zotero_needs_human_reading,Zotero T1/T2/T3 folders are empty; provisional tier is inferred and must be manually verified against CORE/JCR/SJR.
2026-07-01,zotero,zotero_added_since_2026-05-01,44,5KER8ZQ3,journalArticle,10 To Verify,MSc Thesis - Tool-Output Injection / 10 To Verify,,Defences and guardrails,StruQ: Defending Against Prompt Injection with Structured Queries,Sizhe Chen; Julien Piet; Chawin Sitawarin; others,Sizhe Chen,2024,10.48550/arXiv.2402.06363,https://arxiv.org/pdf/2402.06363,arXiv,T3_or_watchlist,"Preprint, repository, broad journal, or uncertain venue; read and verify before thesis citation.",Candidate defence/baseline for RQ2.,matched_in_scite_session,10.48550/arxiv.2402.06363,https://arxiv.org/pdf/2402.06363,5 to 9,0,25 to 49,0,Directly relevant structured-separation defence; Scite context mostly mentions it as a method/baseline.,,Skim first; cite only after source/venue and claim quality are confirmed.,included_from_zotero_needs_human_reading,Zotero T1/T2/T3 folders are empty; provisional tier is inferred and must be manually verified against CORE/JCR/SJR.
2026-07-01,zotero,zotero_added_since_2026-05-01,45,AN5V8LNX,journalArticle,03 Agent Security Benchmarks,MSc Thesis - Tool-Output Injection / 03 Agent Security Benchmarks,,Defences and guardrails,Agent Security Bench (ASB): Formalizing and Benchmarking Attacks and Defenses in LLM-based Agents,Hanrong Zhang; Jingyuan Huang; Kai Mei; others,Hanrong Zhang,2024,10.48550/arXiv.2410.02644,https://arxiv.org/pdf/2410.02644,arXiv,T3_or_watchlist,"Preprint, repository, broad journal, or uncertain venue; read and verify before thesis citation.",Candidate defence/baseline for RQ2.,matched_in_scite_session,10.48550/arxiv.2410.02644,https://arxiv.org/pdf/2410.02644,10 to 24,0,50 to 99,0,Strongly relevant benchmark; Scite context appears mostly neutral/background.,,Skim first; cite only after source/venue and claim quality are confirmed.,included_from_zotero_needs_human_reading,Zotero T1/T2/T3 folders are empty; provisional tier is inferred and must be manually verified against CORE/JCR/SJR.
2026-07-01,zotero,zotero_added_since_2026-05-01,46,GF8ZVJGF,journalArticle,02 Prompt Injection - Core,MSc Thesis - Tool-Output Injection / 02 Prompt Injection - Core,,Defences and guardrails,Formalizing and Benchmarking Prompt Injection Attacks and Defenses,Yupei Liu; Yuqi Jia; Runpeng Geng; others,Yupei Liu,2023,10.48550/arXiv.2310.12815,https://arxiv.org/pdf/2310.12815,arXiv,T3_or_watchlist,"Preprint, repository, broad journal, or uncertain venue; read and verify before thesis citation.",Candidate defence/baseline for RQ2.,matched_in_scite_session,10.48550/arxiv.2310.12815,https://arxiv.org/pdf/2310.12815,5 to 9,1 to 4,10 to 24,0,Prompt-injection benchmark/formalization paper; no Scite contrasting threshold hit.,,Skim first; cite only after source/venue and claim quality are confirmed.,included_from_zotero_needs_human_reading,Zotero T1/T2/T3 folders are empty; provisional tier is inferred and must be manually verified against CORE/JCR/SJR.
2026-07-01,zotero,zotero_added_since_2026-05-01,47,RPSPBMVF,conferencePaper,02 Prompt Injection - Core,MSc Thesis - Tool-Output Injection / 02 Prompt Injection - Core,,Prompt injection core,Not What You've Signed Up For: Compromising Real-World LLM-Integrated Applications with Indirect Prompt Injection,Kai Greshake; Sahar Abdelnabi; Shailesh Mishra; others,Kai Greshake,2023,10.1145/3605764.3623985,https://doi.org/10.1145/3605764.3623985,Proceedings of the 16th ACM Workshop on Artificial Intelligence and Security,T2_provisional,"Reputable peer-reviewed venue or strong publisher signal, but not confirmed as top-tier in this pass.",Threat model and indirect prompt-injection foundation.,matched_in_scite_session,10.1145/3605764.3623985,https://doi.org/10.1145/3605764.3623985,100 to 249,1 to 4,500 to 999,0,Strong foundational attack paper; Scite shows many neutral mentions and no contrasting threshold hit.,,Read abstract and methods; verify venue/rank before final citation.,included_from_zotero_needs_human_reading,Zotero T1/T2/T3 folders are empty; provisional tier is inferred and must be manually verified against CORE/JCR/SJR.
2026-07-01,zotero,zotero_added_since_2026-05-01,48,KDU3FWZJ,journalArticle,10 To Verify,MSc Thesis - Tool-Output Injection / 10 To Verify,,To verify,ReAct: Synergizing Reasoning and Acting in Language Models,Shunyu Yao; Jeffrey Zhao; Dian Yu; others,Shunyu Yao,2022,10.48550/arXiv.2210.03629,https://arxiv.org/pdf/2210.03629,arXiv,T3_or_watchlist,"Preprint, repository, broad journal, or uncertain venue; read and verify before thesis citation.",Needs manual relevance screening.,matched_in_scite_session,10.48550/arxiv.2210.03629,https://arxiv.org/pdf/2210.03629,250 to 499,1 to 4,500 to 999,0,"Highly cited foundation; Scite context is overwhelmingly mentioning/background, not dispute.",,Skim first; cite only after source/venue and claim quality are confirmed.,included_from_zotero_needs_human_reading,Zotero T1/T2/T3 folders are empty; provisional tier is inferred and must be manually verified against CORE/JCR/SJR.
2026-07-01,zotero,zotero_added_since_2026-05-01,51,7T8N7IJZ,conferencePaper,01 Foundations - LLM Agents and Tool Use,MSc Thesis - Tool-Output Injection / 01 Foundations - LLM Agents and Tool Use,,Foundations - LLM agents and tool use,ReAct: Synergizing Reasoning and Acting in Language Models,Shunyu Yao; Jeffrey Zhao; Dian Yu; Nan Du; Izhak Shafran; Karthik R. Narasimhan; Yuan Cao,Shunyu Yao,2022,,https://openreview.net/forum?id=WE_vluYUL-X,The Eleventh International Conference on Learning Representations,T2_or_T3_verify,Scholarly item type but venue quality was not identified automatically.,Foundation for LLM agent/tool-use architecture.,matched_in_scite_session,10.48550/arxiv.2210.03629,https://arxiv.org/pdf/2210.03629,250 to 499,1 to 4,500 to 999,0,"Highly cited foundation; Scite context is overwhelmingly mentioning/background, not dispute.",,Read abstract and methods; verify venue/rank before final citation.,included_from_zotero_needs_human_reading,Zotero T1/T2/T3 folders are empty; provisional tier is inferred and must be manually verified against CORE/JCR/SJR.
2026-07-01,zotero,zotero_added_since_2026-05-01,52,WFEX74YG,conferencePaper,01 Foundations - LLM Agents and Tool Use,MSc Thesis - Tool-Output Injection / 01 Foundations - LLM Agents and Tool Use,,MCP security,MCP-Bench: Benchmarking Tool-Using LLM Agents with Complex Real-World Tasks via MCP Servers,Zhenting Wang; Qi Chang; Hemani Patel; Shashank Biju; Cheng-En Wu; Quan Liu; Aolin Ding; Alireza Rezazadeh; Ankit Shah; Yujia Bao; Eugene Siow,Zhenting Wang,2025,,https://openreview.net/forum?id=fe8mzHwMxN,The Fourteenth International Conference on Learning Representations,T2_or_T3_verify,Scholarly item type but venue quality was not identified automatically.,Protocol-mediated carrier and MCP risk/source candidate.,matched_in_scite_session,10.48550/arxiv.2508.20453,https://arxiv.org/pdf/2508.20453,not estimated in this pass (Scite raw tally unavailable),not estimated in this pass (Scite raw tally unavailable),not estimated in this pass (Scite raw tally unavailable),not estimated in this pass (Scite raw tally unavailable),Scite DOI/title matched where available; raw tally not returned by plugin endpoint.,,"Read for MCP scope, carrier taxonomy, and whether claims are peer-reviewed or preprint-only.",included_from_zotero_needs_human_reading,Zotero T1/T2/T3 folders are empty; provisional tier is inferred and must be manually verified against CORE/JCR/SJR.
2026-07-01,zotero,zotero_added_since_2026-05-01,53,A8YYQAD6,journalArticle,02 Prompt Injection - Core,MSc Thesis - Tool-Output Injection / 02 Prompt Injection - Core,,Prompt injection core,From prompt injections to protocol exploits: Threats in LLM-powered AI agents workflows,Mohamed Amine Ferrag; Norbert Tihanyi; Djallel Hamouda; Leandros Maglaras; Abderrahmane Lakas; Merouane Debbah,Mohamed Amine Ferrag,2026,10.1016/j.icte.2025.12.001,https://www.sciencedirect.com/science/article/pii/S2405959525001997,ICT Express,T2_or_T3_verify,Scholarly item type but venue quality was not identified automatically.,Threat model and indirect prompt-injection foundation.,matched_in_scite_session,10.1016/j.icte.2025.12.001,https://doi.org/10.1016/j.icte.2025.12.001,not estimated in this pass (Scite raw tally unavailable),not estimated in this pass (Scite raw tally unavailable),not estimated in this pass (Scite raw tally unavailable),not estimated in this pass (Scite raw tally unavailable),Scite DOI/title matched where available; raw tally not returned by plugin endpoint.,,Read abstract and methods; verify venue/rank before final citation.,included_from_zotero_needs_human_reading,Zotero T1/T2/T3 folders are empty; provisional tier is inferred and must be manually verified against CORE/JCR/SJR.
2026-07-01,zotero,zotero_added_since_2026-05-01,54,L6F6YM4P,journalArticle,02 Prompt Injection - Core,MSc Thesis - Tool-Output Injection / 02 Prompt Injection - Core,,Prompt injection core,"Prompt Injection Attacks on Agentic Coding Assistants: A Systematic Analysis of Vulnerabilities in Skills, Tools, and Protocol Ecosystems",Narek Maloyan; Dmitry Namiot,Narek Maloyan,2025,10.48550/arXiv.2601.17548,http://arxiv.org/abs/2601.17548,arXiv,T3_or_watchlist,"Preprint, repository, broad journal, or uncertain venue; read and verify before thesis citation.",Threat model and indirect prompt-injection foundation.,matched_in_scite_session,10.48550/arxiv.2601.17548,https://doi.org/10.48550/arxiv.2601.17548,not estimated in this pass (Scite raw tally unavailable),not estimated in this pass (Scite raw tally unavailable),not estimated in this pass (Scite raw tally unavailable),not estimated in this pass (Scite raw tally unavailable),Scite DOI/title matched where available; raw tally not returned by plugin endpoint.,,Skim first; cite only after source/venue and claim quality are confirmed.,included_from_zotero_needs_human_reading,Zotero T1/T2/T3 folders are empty; provisional tier is inferred and must be manually verified against CORE/JCR/SJR.
2026-07-01,zotero,zotero_added_since_2026-05-01,57,XWI8T4ZP,journalArticle,04 MCP Security,MSc Thesis - Tool-Output Injection / 04 MCP Security,,MCP security,Model Context Protocol Threat Modeling and Analysis of Vulnerabilities to Prompt Injection with Tool Poisoning,Charoes Huang; Xin Huang; Ngoc Phu Tran; Amin Milani Fard,Charoes Huang,2026,10.3390/jcp6030084,https://www.mdpi.com/2624-800X/6/3/84,Journal of Cybersecurity and Privacy,T3_or_watchlist,"Preprint, repository, broad journal, or uncertain venue; read and verify before thesis citation.",Protocol-mediated carrier and MCP risk/source candidate.,doi_present_not_confirmed_in_scite_session,10.3390/jcp6030084,,not estimated in this pass (Scite raw tally unavailable),not estimated in this pass (Scite raw tally unavailable),not estimated in this pass (Scite raw tally unavailable),not estimated in this pass (Scite raw tally unavailable),Scite DOI/title matched where available; raw tally not returned by plugin endpoint.,scite_doi_not_seen_in_batch_results,Skim first; cite only after source/venue and claim quality are confirmed.,included_from_zotero_needs_human_reading,Zotero T1/T2/T3 folders are empty; provisional tier is inferred and must be manually verified against CORE/JCR/SJR.
2026-07-01,zotero,zotero_added_since_2026-05-01,58,6YA4IXBK,conferencePaper,04 MCP Security,MSc Thesis - Tool-Output Injection / 04 MCP Security,,MCP security,MCP Security Bench (MSB): Benchmarking Attacks Against Model Context Protocol in LLM Agents,Dongsen Zhang; Zekun Li; Xu Luo; Xuannan Liu; Pei Pei Li; Wenjun Xu,Dongsen Zhang,2025,,https://openreview.net/forum?id=irxxkFMrry,The Fourteenth International Conference on Learning Representations,T2_or_T3_verify,Scholarly item type but venue quality was not identified automatically.,Protocol-mediated carrier and MCP risk/source candidate.,matched_in_scite_session,10.48550/arxiv.2510.15994,https://arxiv.org/pdf/2510.15994,not estimated in this pass (Scite raw tally unavailable),not estimated in this pass (Scite raw tally unavailable),not estimated in this pass (Scite raw tally unavailable),not estimated in this pass (Scite raw tally unavailable),Scite DOI/title matched where available; raw tally not returned by plugin endpoint.,,"Read for MCP scope, carrier taxonomy, and whether claims are peer-reviewed or preprint-only.",included_from_zotero_needs_human_reading,Zotero T1/T2/T3 folders are empty; provisional tier is inferred and must be manually verified against CORE/JCR/SJR.
2026-07-01,zotero,zotero_added_since_2026-05-01,59,XPJXZV4L,conferencePaper,06 Defences and Guardrails,MSc Thesis - Tool-Output Injection / 06 Defences and Guardrails,,Defences and guardrails,StruQ: Defending Against Prompt Injection with Structured Queries,Sizhe Chen; Julien Piet; Chawin Sitawarin; David Wagner,Sizhe Chen,2025,,https://www.usenix.org/conference/usenixsecurity25/presentation/chen-sizhe,34th USENIX Security Symposium (USENIX Security 25),T1_provisional,Known top-tier or near top-tier CS/AI/security venue signal; verify exact CORE/venue metadata.,Candidate defence/baseline for RQ2.,matched_in_scite_session,10.48550/arxiv.2402.06363,https://arxiv.org/pdf/2402.06363,5 to 9,0,25 to 49,0,Directly relevant structured-separation defence; Scite context mostly mentions it as a method/baseline.,,Read limitations and test assumptions before using as defence evidence.,included_from_zotero_needs_human_reading,Zotero T1/T2/T3 folders are empty; provisional tier is inferred and must be manually verified against CORE/JCR/SJR.
2026-07-01,zotero,zotero_added_since_2026-05-01,60,FC28CLID,journalArticle,04 MCP Security,MSc Thesis - Tool-Output Injection / 04 MCP Security,,MCP security,"Model Context Protocol (MCP): Landscape, Security Threats, and Future Research Directions",Xinyi Hou; Yanjie Zhao; Shenao Wang; Haoyu Wang,Xinyi Hou,2026,10.1145/3796519,https://dl.acm.org/doi/10.1145/3796519,ACM Trans. Softw. Eng. Methodol.,T2_provisional,"Reputable peer-reviewed venue or strong publisher signal, but not confirmed as top-tier in this pass.",Protocol-mediated carrier and MCP risk/source candidate.,matched_in_scite_session,10.1145/3796519,https://doi.org/10.1145/3796519,not estimated in this pass (Scite raw tally unavailable),not estimated in this pass (Scite raw tally unavailable),not estimated in this pass (Scite raw tally unavailable),not estimated in this pass (Scite raw tally unavailable),Scite DOI/title matched where available; raw tally not returned by plugin endpoint.,,"Read for MCP scope, carrier taxonomy, and whether claims are peer-reviewed or preprint-only.",included_from_zotero_needs_human_reading,Zotero T1/T2/T3 folders are empty; provisional tier is inferred and must be manually verified against CORE/JCR/SJR.
2026-07-01,zotero,zotero_added_since_2026-05-01,84,WQKSX6CH,conferencePaper,,,,Defences and guardrails,AgentDojo: A Dynamic Environment to Evaluate Prompt Injection Attacks and Defenses for LLM Agents,Edoardo Debenedetti; Jie Zhang; Mislav Balunovic; Luca Beurer-Kellner; Marc Fischer; Florian Tramèr; A. Globerson; L. Mackey; D. Belgrave; A. Fan; U. Paquet; J. Tomczak; C. Zhang,Edoardo Debenedetti,2024,10.52202/079017-2636,https://proceedings.neurips.cc/paper_files/paper/2024/file/97091a5177d8dc64b1da8bf3e1f6fb54-Paper-Datasets_and_Benchmarks_Track.pdf,Advances in Neural Information Processing Systems,T1_provisional,Known top-tier or near top-tier CS/AI/security venue signal; verify exact CORE/venue metadata.,Candidate defence/baseline for RQ2.,matched_in_scite_session,10.52202/079017-2636,https://doi.org/10.52202/079017-2636,1 to 4,1 to 4,50 to 99,0,Mostly neutral/background mentions in Scite context filters; at least one supporting context.,,Read limitations and test assumptions before using as defence evidence.,included_from_zotero_needs_human_reading,Zotero T1/T2/T3 folders are empty; provisional tier is inferred and must be manually verified against CORE/JCR/SJR.
2026-07-01,zotero,zotero_added_since_2026-05-01,87,VCNND6BN,conferencePaper,06 Defences and Guardrails,MSc Thesis - Tool-Output Injection / 06 Defences and Guardrails,,Defences and guardrails,Defending against Indirect Prompt Injection by Instruction Detection,Tongyu Wen; Chenglong Wang; Xiyuan Yang; Haoyu Tang; Yueqi Xie; Lingjuan Lyu; Zhicheng Dou; Fangzhao Wu; Christos Christodoulopoulos; Tanmoy Chakraborty; Carolyn Rose; Violet Peng,Tongyu Wen,2025,10.18653/v1/2025.findings-emnlp.1060,https://aclanthology.org/2025.findings-emnlp.1060/,Findings of the Association for Computational Linguistics: EMNLP 2025,T2_provisional,"Reputable peer-reviewed venue or strong publisher signal, but not confirmed as top-tier in this pass.",Candidate defence/baseline for RQ2.,matched_in_scite_session,10.18653/v1/2025.findings-emnlp.1060,https://aclanthology.org/2025.findings-emnlp.1060.pdf,not estimated in this pass (Scite raw tally unavailable),not estimated in this pass (Scite raw tally unavailable),not estimated in this pass (Scite raw tally unavailable),not estimated in this pass (Scite raw tally unavailable),Scite DOI/title matched where available; raw tally not returned by plugin endpoint.,,Read limitations and test assumptions before using as defence evidence.,included_from_zotero_needs_human_reading,Zotero T1/T2/T3 folders are empty; provisional tier is inferred and must be manually verified against CORE/JCR/SJR.
2026-07-01,zotero,zotero_added_since_2026-05-01,88,M2KVIGTA,conferencePaper,06 Defences and Guardrails,MSc Thesis - Tool-Output Injection / 06 Defences and Guardrails,,Defences and guardrails,MELON: Provable Defense Against Indirect Prompt Injection Attacks in AI Agents,Kaijie Zhu; Xianjun Yang; Jindong Wang; Wenbo Guo; William Yang Wang,Kaijie Zhu,2025,,https://openreview.net/forum?id=gt1MmGaKdZ,Forty-second International Conference on Machine Learning,T2_or_T3_verify,Scholarly item type but venue quality was not identified automatically.,Candidate defence/baseline for RQ2.,matched_in_scite_session,10.48550/arxiv.2502.05174,http://arxiv.org/pdf/2502.05174,1 to 4,1 to 4,25 to 49,0,Recent defence candidate; at least one supporting context in Scite filters.,,Read limitations and test assumptions before using as defence evidence.,included_from_zotero_needs_human_reading,Zotero T1/T2/T3 folders are empty; provisional tier is inferred and must be manually verified against CORE/JCR/SJR.
2026-07-01,zotero,zotero_added_since_2026-05-01,89,F2Z4UQN8,preprint,06 Defences and Guardrails,MSc Thesis - Tool-Output Injection / 06 Defences and Guardrails,,Defences and guardrails,Defeating Prompt Injections by Design,Edoardo Debenedetti; Ilia Shumailov; Tianqi Fan; Jamie Hayes; Nicholas Carlini; Daniel Fabian; Christoph Kern; Chongyang Shi; Andreas Terzis; Florian Tramèr,Edoardo Debenedetti,2025,10.48550/arXiv.2503.18813,http://arxiv.org/abs/2503.18813,arXiv,T3_or_watchlist,"Preprint, repository, broad journal, or uncertain venue; read and verify before thesis citation.",Candidate defence/baseline for RQ2.,matched_in_scite_session,10.48550/arxiv.2503.18813,https://doi.org/10.48550/arxiv.2503.18813,not estimated in this pass (Scite raw tally unavailable),not estimated in this pass (Scite raw tally unavailable),not estimated in this pass (Scite raw tally unavailable),not estimated in this pass (Scite raw tally unavailable),Scite DOI/title matched where available; raw tally not returned by plugin endpoint.,,Skim first; cite only after source/venue and claim quality are confirmed.,included_from_zotero_needs_human_reading,Zotero T1/T2/T3 folders are empty; provisional tier is inferred and must be manually verified against CORE/JCR/SJR.
2026-07-01,zotero,zotero_added_since_2026-05-01,90,FCNZA3HV,preprint,06 Defences and Guardrails,MSc Thesis - Tool-Output Injection / 06 Defences and Guardrails,,Defences and guardrails,Meta SecAlign: A Secure Foundation LLM Against Prompt Injection Attacks,Sizhe Chen; Arman Zharmagambetov; David Wagner; Chuan Guo,Sizhe Chen,2026,10.48550/arXiv.2507.02735,http://arxiv.org/abs/2507.02735,arXiv,T3_or_watchlist,"Preprint, repository, broad journal, or uncertain venue; read and verify before thesis citation.",Candidate defence/baseline for RQ2.,matched_in_scite_session,10.48550/arxiv.2507.02735,https://doi.org/10.48550/arxiv.2507.02735,not estimated in this pass (Scite raw tally unavailable),not estimated in this pass (Scite raw tally unavailable),not estimated in this pass (Scite raw tally unavailable),not estimated in this pass (Scite raw tally unavailable),Scite DOI/title matched where available; raw tally not returned by plugin endpoint.,new_arxiv_preprint,Skim first; cite only after source/venue and claim quality are confirmed.,included_from_zotero_needs_human_reading,Zotero T1/T2/T3 folders are empty; provisional tier is inferred and must be manually verified against CORE/JCR/SJR.
2026-07-01,zotero,zotero_added_since_2026-05-01,91,RQZHUZ2E,conferencePaper,06 Defences and Guardrails,MSc Thesis - Tool-Output Injection / 06 Defences and Guardrails,,Defences and guardrails,SecAlign: Defending Against Prompt Injection with Preference Optimization,Sizhe Chen; Arman Zharmagambetov; Saeed Mahloujifar; Kamalika Chaudhuri; David Wagner; Chuan Guo,Sizhe Chen,2025,10.1145/3719027.3744836,https://dl.acm.org/doi/10.1145/3719027.3744836,Proceedings of the 2025 ACM SIGSAC Conference on Computer and Communications Security,T1_provisional,Known top-tier or near top-tier CS/AI/security venue signal; verify exact CORE/venue metadata.,Candidate defence/baseline for RQ2.,matched_in_scite_session,10.1145/3719027.3744836,https://doi.org/10.1145/3719027.3744836,not estimated in this pass (Scite raw tally unavailable),not estimated in this pass (Scite raw tally unavailable),not estimated in this pass (Scite raw tally unavailable),not estimated in this pass (Scite raw tally unavailable),Scite DOI/title matched where available; raw tally not returned by plugin endpoint.,,Read limitations and test assumptions before using as defence evidence.,included_from_zotero_needs_human_reading,Zotero T1/T2/T3 folders are empty; provisional tier is inferred and must be manually verified against CORE/JCR/SJR.
2026-07-01,zotero,zotero_added_since_2026-05-01,92,NNNY6JGT,conferencePaper,04 MCP Security,MSc Thesis - Tool-Output Injection / 04 MCP Security,,MCP security,MCIP: Protecting MCP Safety via Model Contextual Integrity Protocol,Huihao Jing; Haoran Li; Wenbin Hu; Qi Hu; Xu Heli; Tianshu Chu; Peizhao Hu; Yangqiu Song; Christos Christodoulopoulos; Tanmoy Chakraborty; Carolyn Rose; Violet Peng,Huihao Jing,2025,10.18653/v1/2025.emnlp-main.62,https://aclanthology.org/2025.emnlp-main.62/,Proceedings of the 2025 Conference on Empirical Methods in Natural Language Processing,T2_provisional,"Reputable peer-reviewed venue or strong publisher signal, but not confirmed as top-tier in this pass.",Protocol-mediated carrier and MCP risk/source candidate.,matched_in_scite_session,10.18653/v1/2025.emnlp-main.62,https://aclanthology.org/2025.emnlp-main.62.pdf,not estimated in this pass (Scite raw tally unavailable),not estimated in this pass (Scite raw tally unavailable),not estimated in this pass (Scite raw tally unavailable),not estimated in this pass (Scite raw tally unavailable),Scite DOI/title matched where available; raw tally not returned by plugin endpoint.,,"Read for MCP scope, carrier taxonomy, and whether claims are peer-reviewed or preprint-only.",included_from_zotero_needs_human_reading,Zotero T1/T2/T3 folders are empty; provisional tier is inferred and must be manually verified against CORE/JCR/SJR.
2026-07-01,zotero,zotero_added_since_2026-05-01,95,WBVWFGY8,preprint,04 MCP Security,MSc Thesis - Tool-Output Injection / 04 MCP Security,,MCP security,A First Measurement Study on Authentication Security in Real-World Remote MCP Servers,Huijun Zhou; Xiaohan Zhang; Haozhe Zhang; Haoyang Zhang; Mi Zhang; Min Yang,Huijun Zhou,2026,10.48550/arXiv.2605.22333,http://arxiv.org/abs/2605.22333,arXiv,T3_or_watchlist,"Preprint, repository, broad journal, or uncertain venue; read and verify before thesis citation.",Protocol-mediated carrier and MCP risk/source candidate.,doi_present_not_confirmed_in_scite_session,10.48550/arXiv.2605.22333,,not estimated in this pass (Scite raw tally unavailable),not estimated in this pass (Scite raw tally unavailable),not estimated in this pass (Scite raw tally unavailable),not estimated in this pass (Scite raw tally unavailable),Scite DOI/title matched where available; raw tally not returned by plugin endpoint.,scite_doi_not_seen_in_batch_results; new_arxiv_preprint,Skim first; cite only after source/venue and claim quality are confirmed.,included_from_zotero_needs_human_reading,Zotero T1/T2/T3 folders are empty; provisional tier is inferred and must be manually verified against CORE/JCR/SJR.
2026-07-01,zotero,zotero_added_since_2026-05-01,96,UMIR8WCK,preprint,04 MCP Security,MSc Thesis - Tool-Output Injection / 04 MCP Security,,MCP security,MCP-ITP: An Automated Framework for Implicit Tool Poisoning in MCP,Ruiqi Li; Zhiqiang Wang; Yunhao Yao; Xiang-Yang Li,Ruiqi Li,2026,10.48550/arXiv.2601.07395,http://arxiv.org/abs/2601.07395,arXiv,T3_or_watchlist,"Preprint, repository, broad journal, or uncertain venue; read and verify before thesis citation.",Protocol-mediated carrier and MCP risk/source candidate.,matched_in_scite_session,10.48550/arxiv.2601.07395,https://doi.org/10.48550/arxiv.2601.07395,not estimated in this pass (Scite raw tally unavailable),not estimated in this pass (Scite raw tally unavailable),not estimated in this pass (Scite raw tally unavailable),not estimated in this pass (Scite raw tally unavailable),Scite DOI/title matched where available; raw tally not returned by plugin endpoint.,new_arxiv_preprint,Skim first; cite only after source/venue and claim quality are confirmed.,included_from_zotero_needs_human_reading,Zotero T1/T2/T3 folders are empty; provisional tier is inferred and must be manually verified against CORE/JCR/SJR.
